Land;RB;Kreis;VB;Gem;Stadt;Plz;Fläche_km;inhabitants_total;inhabitants_f;inhabitants_m;inhabitant_density
5;5;66;84;84;Steinfurt, Stadt;48565;111,67;33915;16835;17080;304
5;1;54;12;12;Geldern, Stadt;47608;96,97;33819;16860;16959;349
8;1;18;46;46;Kornwestheim, Stadt;70806;14,65;33766;16735;17031;2305
6;4;40;3;3;Bad Vilbel, Stadt;61118;25,68;33745;16346;17399;1314
3;3;60;25;25;Uelzen, Hansestadt;29525;136,84;33673;16344;17329;246
5;1;54;16;16;Goch, Stadt;47574;115,43;33618;16796;16822;291
9;2;71;119;119;Deggendorf, GKSt;94459;77,14;33373;16477;16896;433
1;0;56;50;50;Wedel, Stadt;22880;33,81;33347;16172;17175;986
1;0;62;1;1;Ahrensburg, Stadt;22926;35,29;33305;15825;17480;944
16;0;64;46;46;Mühlhausen/Thüringen, Stadt;99974;86,74;33127;16061;17066;382
14;6;25;240;240;Hoyerswerda, Stadt;2977;95,44;33116;15929;17187;347
5;1;62;20;20;Korschenbroich, Stadt;41352;55,26;33063;16065;16998;598
15;0;89;30;30;Bernburg (Saale), Stadt;6406;113,48;32876;16031;16845;290
8;3;36;5004;69;Rheinfelden (Baden), Stadt;79618;62,82;32856;16145;16711;523
15;0;85;370;370;Wernigerode, Stadt;38855;170,18;32837;15592;17245;193
8;4;26;5003;21;Biberach an der Riß, Stadt;88400;72,15;32801;16131;16670;455
15;0;84;355;355;Naumburg (Saale), Stadt;6618;129,90;32755;15882;16873;252
6;4;31;13;13;Lampertheim, Stadt;68623;72,27;32609;16119;16490;451
5;3;58;24;24;Jülich, Stadt;52428;90,39;32505;16320;16185;360
16;0;77;1;1;Altenburg, Stadt;4600;45,69;32374;15661;16713;709
3;4;60;9;9;Vechta, Stadt;49377;87,88;32201;16064;16137;366
9;4;74;126;126;Forchheim, GKSt;91299;44,44;32125;15508;16617;723
6;4;40;2;2;Bad Nauheim, Stadt;61231;32,54;32102;15170;16932;987
12;0;67;144;144;Fürstenwalde/Spree, Stadt;15517;70,68;32098;15861;16237;454
5;7;74;20;20;Delbrück, Stadt;33129;157,28;31943;16278;15665;203
1;0;61;46;46;Itzehoe, Stadt;25524;43552,00;31848;15217;16631;1136
3;3;61;1;1;Achim, Stadt;28832;68,06;31834;15469;16365;468
3;4;59;19;19;Georgsmarienhütte, Stadt;49124;55,45;31624;15520;16104;570
3;2;56;22;22;Nienburg (Weser), Stadt;31582;64,53;31602;15374;16228;490
8;1;15;5003;21;Herrenberg, Stadt;71083;65,70;31499;15468;16031;479
5;5;62;28;28;Oer-Erkenschwick, Stadt;45739;38,66;31378;15428;15950;812
5;1;70;32;32;Rheinberg, Stadt;47495;75,24;31195;15220;15975;415
8;3;35;63;63;Radolfzell am Bodensee, Stadt;78315;58,55;31064;15035;16029;531
15;0;89;305;305;Schönebeck (Elbe), Stadt;39218;86,05;31038;14994;16044;361
5;9;70;24;24;Kreuztal, Stadt;57223;71,07;31017;15354;15663;436
3;4;59;14;14;Bramsche, Stadt;49565;183,39;30992;15725;15267;169
3;1;55;13;13;Einbeck, Stadt;37574;231,92;30925;15119;15806;133
5;9;54;12;12;Gevelsberg, Stadt;58285;26,34;30910;15033;15877;1174
12;0;68;320;320;Neuruppin, Stadt;16816;305,24;30889;15146;15743;101
3;3;52;62;62;Geestland, Stadt;27607;356,56;30873;15051;15822;87
5;1;54;8;8;Emmerich am Rhein, Stadt;46446;80,40;30845;15538;15307;384
5;9;74;52;52;Werl, Stadt;59457;76,35;30782;15720;15062;403
5;1;58;8;8;Haan, Stadt;42781;24,19;30483;14617;15866;1260
3;2;41;3;3;Burgdorf, Stadt;31303;112,56;30482;14907;15575;271
5;3;82;28;28;Lohmar, Stadt;53797;65,62;30451;14971;15480;464
1;0;53;32;32;Geesthacht, Stadt;21502;33,25;30407;14855;15552;914
14;6;27;230;230;Riesa, Stadt;1589;58,91;30392;14760;15632;516
3;3;56;7;7;Osterholz-Scharmbeck, Stadt;27711;147,17;30329;14864;15465;206
8;3;36;91;91;Weil am Rhein, Stadt;79576;19,46;30197;14646;15551;1552
5;9;58;32;32;Meschede, Kreis- und  Hochschulstadt;59872;218,50;30086;14918;15168;138
12;0;73;532;532;Schwedt/Oder, Stadt;16303;205,56;30075;14445;15630;146
5;9;54;8;8;Ennepetal, Stadt der Kluterthöhle;58256;57,77;29929;14603;15326;518
7;1;37;3;3;Andernach, Stadt;56626;53,34;29860;14512;15348;560
10;0;42;113;113;Merzig, Kreisstadt;66663;108,98;29818;14734;15084;274
9;7;71;130;130;Friedberg, St;86313;81,25;29782;14584;15198;367
6;6;32;2;2;Bad Hersfeld, Kreisstadt;36251;73,87;29767;14537;15230;403
6;4;39;15;15;Taunusstein, Stadt;65232;67,02;29746;14432;15314;444
5;9;78;40;40;Werne, Stadt;59368;76,14;29721;14373;15348;390
8;2;16;15;15;Gaggenau, Stadt;76571;65,01;29615;14604;15011;456
9;1;85;149;149;Neuburg a.d.Donau, GKSt;86622;81,29;29608;14844;14764;364
5;7;54;32;32;Rietberg, Stadt;33397;110,31;29432;14883;14549;267
13;0;72;43;43;Güstrow, Stadt;18273;71,09;29429;14247;15182;414
8;2;15;5002;7;Bretten, Stadt;75015;71,10;29336;14586;14750;413
8;1;18;5008;73;Vaihingen an der Enz, Stadt;71665;73,40;29308;14620;14688;399
5;1;66;28;28;Tönisvorst, Stadt;47918;44,34;29286;14283;15003;660
5;5;62;36;36;Waltrop, Stadt;45731;47,09;29252;14144;15108;621
5;5;70;28;28;Oelde, Stadt;59302;102,77;29209;14628;14581;284
5;7;62;20;20;Höxter, Stadt;37671;158,16;29112;14426;14686;184
3;1;55;11;11;Northeim, Stadt;37154;145,85;29040;14205;14835;199
8;2;16;5002;7;Bühl, Stadt;77815;73,18;29000;14205;14795;396
6;4;40;8;8;Friedberg (Hessen), Kreisstadt;61169;50,18;28962;14436;14526;577
3;2;41;17;17;Springe, Stadt;31832;160,12;28918;14032;14886;181
9;1;81;130;130;Landsberg am Lech, GKSt;86886;57,91;28865;14438;14427;498
6;4;36;8;8;Kelkheim (Taunus), Stadt;65779;30,73;28829;14146;14683;938
9;1;84;149;149;Unterschleißheim, St;85702;14,93;28809;14493;14316;1930
1;0;58;135;135;Rendsburg, Stadt;24768;23,75;28789;14301;14488;1212
9;3;76;161;161;Schwandorf, GKSt;92409;123,81;28730;14327;14403;232
5;3;78;28;28;Rösrath, Stadt;51503;38,80;28666;14023;14643;739
5;9;54;24;24;Schwelm, Stadt;58332;20,49;28478;13702;14776;1390
15;0;84;590;590;Zeitz, Stadt;6712;87,18;28381;13776;14605;326
7;1;34;45;45;Idar-Oberstein, Stadt;55743;91,58;28357;13886;14471;310
8;1;19;5006;85;Winnenden, Stadt;71364;43613,00;28351;14018;14333;1011
6;4;38;8;8;Mühlheim am Main, Stadt;63165;20,67;28318;14087;14231;1370
5;3;78;16;16;Leichlingen (Rheinland), Blütenstadt;42799;37,26;28166;13557;14609;756
5;1;54;32;32;Kevelaer, Stadt;47623;100,64;28162;13842;14320;280
14;7;29;160;160;Grimma, Stadt;4668;218,25;28153;13871;14282;129
14;6;27;140;140;Meißen, Stadt;1662;30,92;28061;13523;14538;908
7;1;31;7;7;Bad Neuenahr-Ahrweiler, Stadt;53474;63,38;28048;13177;14871;443
8;1;17;5004;24;Geislingen an der Steige, Stadt;73312;75,83;28021;14085;13936;370
5;3;70;40;40;Wegberg, Stadt;41844;84,34;27921;13692;14229;331
5;9;58;44;44;Sundern (Sauerland), Stadt;59846;193,27;27871;13992;13879;144
9;7;72;163;163;Königsbrunn, St;86331;43573,00;27850;13731;14119;1514
6;4;38;12;12;Rödermark, Stadt;63322;29,99;27840;13551;14289;928
3;3;61;12;12;Verden (Aller), Stadt;27283;71,70;27747;13431;14316;387
15;0;89;15;15;Aschersleben, Stadt;6449;156,23;27712;13385;14327;177
6;6;33;3;3;Baunatal, Stadt;34225;38,27;27704;13411;14293;724
8;3;16;5003;11;Emmendingen, Stadt;79312;33,78;27642;13396;14246;818
5;9;54;32;32;Wetter (Ruhr), Stadt;58300;31,54;27628;13586;14042;876
9;1;79;142;142;Olching, St;82134;29,92;27592;13415;14177;922
6;4;36;5;5;Hattersheim am Main, Stadt;65795;43692,00;27479;13738;13741;1739
1;0;62;60;60;Reinbek, Stadt;21465;31,26;27409;13485;13924;877
5;3;66;28;28;Mechernich, Stadt;53894;136,48;27350;13600;13750;200
6;4;32;8;8;Griesheim, Stadt;64347;21,55;27258;13645;13613;1265
5;3;82;48;48;Rheinbach, Stadt;53359;69,72;27124;13443;13681;389
8;4;36;5007;81;Wangen im Allgäu, Stadt;88239;101,35;27109;13215;13894;267
5;3;70;12;12;Geilenkirchen, Stadt;52511;83,16;27106;13526;13580;326
5;3;78;24;24;Overath, Stadt;51491;68,88;27062;13327;13735;393
8;2;26;41;41;Leimen, Stadt;69181;20,64;27055;13407;13648;1311
5;3;34;8;8;Baesweiler, Stadt;52499;27,84;26996;13142;13854;970
5;1;70;28;28;Neukirchen-Vluyn, Stadt;47506;43,50;26990;13044;13946;620
8;1;19;91;91;Weinstadt, Stadt;71384;31,71;26884;13223;13661;848
15;0;87;370;370;Sangerhausen, Stadt;6526;207,66;26798;13072;13726;129
8;2;26;5010;98;Wiesloch, Stadt;69168;30,24;26779;13309;13470;886
5;7;54;36;36;Schloß Holte-Stukenbrock, Stadt;33758;67,52;26772;13227;13545;397
5;1;70;12;12;Hamminkeln, Stadt;46499;164,53;26709;13320;13389;162
9;5;74;138;138;Lauf a.d.Pegnitz, St;91205;59,77;26571;12965;13606;445
12;0;64;472;472;Strausberg, Stadt;15344;67,94;26522;12736;13786;390
3;4;60;6;6;Lohne (Oldenburg), Stadt;49393;91,11;26509;13490;13019;291
8;1;25;5008;65;Neckarsulm, Stadt;74172;24,94;26428;13172;13256;1060
12;0;65;136;136;Hennigsdorf, Stadt;16761;31,47;26369;12991;13378;838
3;4;61;7;7;Nordenham, Stadt;26954;87,77;26230;13064;13166;299
8;1;18;81;81;Remseck am Neckar, Stadt;71686;22,82;26174;12971;13203;1147
15;0;82;180;180;Köthen (Anhalt), Stadt;6366;78,44;26157;12814;13343;333
5;1;58;12;12;Heiligenhaus, Stadt;42579;27,52;26132;12816;13316;950
6;4;40;5;5;Butzbach, Friedrich-Ludwig-Weidig-Stadt;35510;106,60;26016;13010;13006;244
8;2;36;5004;40;Mühlacker, Stadt;75417;54,32;26008;12919;13089;479
9;4;77;128;128;Kulmbach, GKSt;95311;92,77;26002;12621;13381;280
12;0;65;144;144;Hohen Neuendorf, Stadt;16540;48,56;26001;12645;13356;535
16;0;70;29;29;Ilmenau, Stadt;98693;62,73;25975;13600;12375;414
10;0;46;117;117;St. Wendel, Kreisstadt;66606;113,53;25959;12784;13175;229
8;4;25;5005;33;Ehingen (Donau), Stadt;89584;178,33;25928;13157;12771;145
6;4;32;23;23;Weiterstadt, Stadt;64331;34,40;25843;13132;12711;751
15;0;89;310;310;Staßfurt, Stadt;39418;146,71;25830;12595;13235;176
5;9;78;32;32;Selm, Stadt;59379;60,41;25811;12557;13254;427
3;1;54;28;28;Helmstedt, Stadt;38350;66,74;25803;12588;13215;387
9;1;86;143;143;Pfaffenhofen a.d.Ilm, St;85262;92,64;25781;12840;12941;278
12;0;69;616;616;Teltow, Stadt;14513;43637,00;25761;12586;13175;1193
6;4;31;11;11;Heppenheim (Bergstraße), Kreisstadt;64646;52,12;25755;12787;12968;494
5;3;82;8;8;Bad Honnef, Stadt;53604;48,17;25708;12345;13363;534
12;0;69;656;656;Werder (Havel), Stadt;14542;117,05;25695;12675;13020;220
12;0;72;240;240;Ludwigsfelde, Stadt;14974;109,98;25665;12663;13002;233
5;9;66;20;20;Lennestadt, Stadt;57368;135,59;25638;12860;12778;189
3;2;57;31;31;Rinteln, Stadt;31737;109,02;25596;12558;13038;235
14;6;26;610;610;Zittau, Stadt;2763;66,75;25575;12515;13060;383
5;9;58;12;12;Brilon, Stadt;59929;229,16;25501;12506;12995;111
5;7;70;20;20;Lübbecke, Stadt;32312;65,04;25499;12389;13110;392
8;3;17;5001;1;Achern, Stadt;77855;65,24;25445;12663;12782;390
7;3;39;5;5;Bingen am Rhein, Stadt;55411;37,71;25441;12527;12914;675
5;9;62;52;52;Plettenberg, Stadt;58840;96,75;25414;12683;12731;263
5;7;54;44;44;Verl, Stadt;33415;71,37;25356;12812;12544;355
9;5;73;134;134;Zirndorf, St;90505;28,79;25307;12208;13099;879
6;4;34;2;2;Friedrichsdorf, Stadt;61381;30,13;25268;12467;12801;839
9;7;76;116;116;Lindau (Bodensee), GKSt;88129;33,06;25253;12103;13150;764
9;5;76;143;143;Roth, St;91142;96,33;25220;12313;12907;262
8;3;25;5003;49;Rottweil, Stadt;78628;71,76;25204;12406;12798;351
